Company,Brief Description,Protein Category,Company Focus,Company type,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
Planted Meat,Plant-based meats made from peas for food service in central Europe,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,"Chicken,Pork","Pea,Oat",Europe,Switzerland,,,https://www.planted.ch/,2019,"Christoph Jenny, Pascal Bieri, Eric Stirnemann, Lukas Boni",Screen Shot 2021-01-11 at 1_05_09 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/drsm21wN8dRwuWhNaoi-Bg/gS5sTkpDy6cOpUc8v6NAk_c628o7Ap4Gro96RMqEyHpXJNss21yhUEUV3kSLcA-nGmDXSskTjGNF1O0ouCgpwnSarCmMreiSV_xkyKUiAOGOZe0ga7VdhfRv8NITnlAMvJoS8d2Hmc6XJcO4camA8DWw7esUOBKQolkzPY6BCc0/9_1mm2GUFtyk3bauvfhk6Kh-EKFNKwXTdLKeU-yDF1k)
Improved Nature,Low cost plant-based meat that is sold as a B2C finished product or as a B2B dry ingredient for further processing,Plant-based,"Meat,Ingredients and inputs",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Chicken,Soy,U.S. and Canada,United States,North Carolina,Garner,https://www.improvednature.com/,2015,Rody Hawkins,logo_improvedNature_R.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/k3rSYvANOz9HkhgdPGONrg/pEKD3MOZTE7VGQm94o7iVgWVD75Y0HlKps98nNsNATiWr6jY4YEacemaP9xKQocIR1YKEs64BDkp6gWF60aOjYTRLmtszq8xXh9XmFSbbCJkCYUMsH6uY4vZUeNiC_NADdQbqcP61ISBGbv1Osjs0Cs-LJETWaRH6CRz4YsJGCE/W7OKcGUgA5MGs-PVXNcP9642XBZrr2UGb72GwqgGyps)
Ripple Foods,Produces pea-based milks,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Other dairy",,Pea,U.S. and Canada,United States,California,Emeryville,http://ripplefoods.com/,2014,"Adam Lowry, Neil Renninger",ripple.PNG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Xcs3qHThAVf2s_7I3wPshw/oZXg8pIfOtuw-YqUm34qpuohhc-xh-Dhi2W3a059wGar5c6FFdgrY1ehkBJIne76aOI0fgyzWrJrqHfNl5NyFm6CiWtcp8OEdlOTD6q9vOZFqzEwoE1Si51RTFq63ob9UNJrTekLVYlR4CXVon49cA/kNIzBri8Tz6_KOOHOsnBedAC9wvvQ8zyiHCYgtCPlUg)
VegMe,"Produces plant-based meat, sauces, and ready-to-eat meals.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,"Soy,Pea,Sunflower,Quinoa",Europe,Sweden,N/A,Lindesberg,http://www.vegme.se/,2014,,VegMeLogo-2020316x160-1.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/f9boZ5COQ9jUlgWDseLpGw/AJQpoQUT922wBkKHz-KArqzsMwJkiz6w_logj-bRAfSCzk2QTeWL9whMMLeNUYYeau5REDVt9ypq5o4UfRYNIt1EfAglxohKFWaM3MD7q3ZIu3-BnuLizURGvc1qqMsOT_3mxPp9xhjCWp0rqOr6Ximo6kWK2CIpwzakFTGOpoA/TOa771uFM6esVXsm7AX_6leO-GrO03zyRFDx_FmMxpk)
Naturinni,Brazilian maker of plant-based bacon from potato and eddoe,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,Pork,Other,"Latin America,Europe",Brazil,,Florianópolis ,http://www.naturinni.com.br/,2017,"Thiago Focking, Natalia Crespi",naturinni-logo-light-green.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/j2NyydQCi4nD4Jt1rUhyXA/hOUSv6GisxiAypDMhTMCjl5v4DkTk0-rTEjmoTayJJimAipYwjmfvVTQL4-532BAIRmWBjEOaaVjJ4K7RsmyES56Unr8p5wFueKuWywwy4Jac7KqQJiWpKAD1GsXuJXg4dgqNfGeDSWOE5UPA1M5wPu66w1SGichwXoKrlf__QA/akm698Z_Mz7ndj85GieqHiwEZyDMvTl3YasQQxVcToU)
Wonderlab Doozy,Maker of plant-based gelato from oat and hemp,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other dairy,,"Oat,Hemp",U.S. and Canada,United States,Ohio,Cleveland,https://www.wonderlabdoozy.com/,2019,"Kirsten Sutaria, Karl Sutaria",Capture.JPG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/fMNBIZSpkBHxo9O4EqRseQ/fOy_9OyTEHHD8hVUP7d2U0wCg3TleAPlqHnEgdPnxgIl5W9MiZoJRXTVn7HGu_2MzbUYy9TCTiJ7BvXG8AnSVqKnRbYN59gp2qB0RjZphSEKWQ8rxw94GZf3KUuiqcE534N2O1jiLUtViSrp7UW-XQ/IJxvvn6NmBNMbccURhT21WSAgEbTSZoSdfEb6fIOCw0)
Heidi Ho,Produces plant-based cheeses and dipping sauces.,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,Cashew,U.S. and Canada,United States,Oregon,Portland,http://www.heidiho.com/,2010,"Heidi Lovig, Lyssa Story",iaz4c3mjprxkuau5ibqp.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/qBdJcxCVlr-hhy7jMH_9tg/Np0GSIAfPxY5PaHG506NZaY4gYj62ygq8Qi26vQhe4rmJHtXU0-vTrlgfKSUqFVCNa_mzny8qT88KdK-Uspun2kb4n1836kigTB5isSDc3IEx3_YwM9Jcjrl7hWTXU14OSqqjJmiEASQ8gtf-Kk3BC4K-f5VIK73ka4tnp7-lUA/QXcay_-lf7ndsfCQ_k3APvG4fNdWRjaaUX_r800upRg)
Sweet Earth Natural Foods,"Produces prepared meals/burritos/breakfast sandwiches, some of which are vegan/vegetarian. Benevolent bacon, veggie saUnited Statesge, and seitan also sold separately",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood,Eggs","Chicken,Beef/veal,Pork,Turkey","Wheat,Soy,Buckwheat,Pea",U.S. and Canada,United States,California,Moss Landing,http://www.sweetearthfoods.com/,1978,"Caren Hicks, Brian Swette, Kelly Swette",sweetearth.PNG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/mmKibGLJJagrYlAVwKsCNA/n-bnADLDWKuMjGSC8kv4VPOWtQmo8c7F0VzmaufL25lfdT6qmgRA1w0-aNhjjIMIJMBe7OqjnxXxKS2eBiUD5YatlpbPLHIRg61_pMW4MdkqnWiQZB7aPqDCBctddx0_Ifb_MhGACVwe2UEofNdwAg/zhMiy1wrvPZVvQrDdUtzdg7cPyMwVRKWLxGb99SX4n8)
Naturli,Maker of plant-based meat and dairy,Plant-based,"Dairy,Meat",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other dairy","Chicken,Beef/veal",Pea,Europe,Denmark,,Aarhus,https://www.naturli-foods.com/,1988,,Screen Shot 2021-01-25 at 4_44_36 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/-40l6tXefdk4No3kricZkg/WjKsI10cF7hfqq5W59oPScRjzKBRCY3ACTNYGMQcaeBEFQnt7AKwI6QmM8MXk7zj8SjuhPk1lfF_7_TacaEpNxsyTNywk7P1zk7vR4DQ2e32hPdjAvCLnHvJ48o6FiKy9bH3NenwRk6-X8NZd6V8H4pCXszr1MtcKkCahUkzkbk/TdsLQ_1E8vdfewU3X3HqOR1j3ZaHio5evTrZvIucnhs)
Halsa Foods ,Produces oat-based yogurts,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other dairy,,Oat,U.S. and Canada,United States,New York,New York,https://halsafoods.com/,2015,"Helena Lumme, Mika Manninen",Halsa foods logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/1MQ45fn83jm8OroEjHFayA/aU207MWGSiRZMYrBOJx6Gy4UtUCNMRMC-uAsZ3tS8Fm5X9c-pdttyoxDHECP2gVgSAyqzOUr0Q68voL7eYz66rWyMooeSv1R7e8rOMoVY0xU_fkFq8xdEtUbluuAPgyS6T3qJ9HuVuMojkJaRLht1g/W2WqCwP9eFIx4_hKi5sEcRMC-Tkk6CnpNxiwjm6FGjE)
Else Nutrition,Plant-based infant and toddler formula,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other,,Almond,U.S. and Canada,Israel,,Tel Aviv,https://www.elsenutrition.com/,2011,"Hamutal Vitzhak, Uriel Kesler, Michael Azar, ",download (1).jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/mRPXhplgymphifbPkiryqw/gTfTW2UFu40hkuzxgBUI26qBr3TjuIZin_jE5pAIDWusCjlo9tavPybvU6axQeN6akt9JMc8xgFdT-jB8YrZRxD7-SLAiXVZFp2f4TjRSKauHTMRh0y8XrC9vZWOHfW-P9KiV_zUQLqEJM-TU1T8yg/ZUBegLaItPgj6RIwTwPYeLBLd8uB0ki0uQf0RnOZ4Lo)
Paradis,Produces plant-based meat products,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Chicken,Turkey,Beef/veal,Pork,Duck",,U.S. and Canada,Canada,QC,Montreal,https://www.paradisvegetarien.com/,2000,,Paradis.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/mnFGx91aEBYTc9ftSDZ3Tw/WOHlvlORJqanvtX_50ku6ejBAvPKUFSn9SAj4730NW4FfcYaMiK5xzbosDN9al0HkVd0VF6QtOf_ocZBb68wQ2YXKoNcDnYhEaNe71nHuuz00kG62l2AGDsYbIQMbYawFrRgEfp1BgCKRoYGcp1TeQ/sqv5JwwF1DOzUQMu1Qogskq882gcyPIEkcsukbP20tM)
Califia Farms,"Produces almond- and coconut-based milks, iced coffees, creamers and avocado-based butters.",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Other dairy",,"Almond,Oat,Coconut",U.S. and Canada,United States,California,Los Angeles,https://www.califiafarms.com/,2010,Greg Steltenpohl,ezrmmr9nyp3kupvan8uk.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/7UOr9bIhc0FziCOL_ML_tw/V6BfkVVsS1R333HH5IiNtcCFDD59xq12Lr1UTAPo4sahsh5TloUh1MYPKi0o32wZicYZ_hP1Yw3XBtdjIxdUg5ltkcTSmA0ODHRrFgE_Nnibbx_CQ1_nNLwncIpGkkpiIpceDF37sy_3n4lAxrDpHZ9xHFcVavueonY0ksz122E/UbTo0WlJsMm8Hp0DZ1Q3Jq0wa6vZT16DzkhsjjSfg5I)
Beyond Meat,"Plant-based meat company, publicly traded. Produces the Beyond Burger and Beyond Sausage, among other plant-based meat products",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood","Beef/veal,Chicken","Pea,Fava bean,Mung Bean","U.S. and Canada,Europe,Asia Pacific,Latin America",United States,CA,El Segundo,http://beyondmeat.com/,2009,Ethan Brown,lgczju9vbyhkzuuub1em.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/v9r6dEUri0DSnfkfpQxmdQ/34vopCoxPxi3eeJ6udwlhThrZIeCP3LsDn2iUlSbcVV5_dBerDMyvrKAAGH9xJmxAP__4rZ0WjkV3JF5nXIJ5pFeEOKCReQ-Wnxne1WWhkFtHxTR706m2T4sCMYaTjN0Zw7BKznRtGuRp8PDMzNtjj6-nkgoQoaCkIyEX6QrAVI/Z9dTXcga-QMR8NjrqweFr17a8-EwZxL7454zjQsSbZw)
BioCraft,U.S.-based company making cultured meat for dog and cat food and supplements,Cultivated,"Other,Meat",Specialized (focused on alternative proteins),End product formulation and manufacturing,Pet food,,,Europe,United States,,,www.biocraftpet.com,2016,,
Melt Organic,"Produces Melt brand butter alternatives and cheese spreads
",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other dairy,,Coconut,U.S. and Canada,United States,Idaho,Boise,http://www.meltorganic.com/,2009,Cygnia Rapp,Melt_Logo.svg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/LSz9uflNuA08O2oEaSBmcw/zGF46Tl0IWqIAzmUopH5yR0Jd4iL35NsqIaxrJvEgrVQVF2c743iw4DecwjqjJg_1eeglA5P0wLt1fOH1skR353NE0O_8JSg06lSpoCc2hs_Sttr9JzsqiB6iDXSyWdNXjkqc6N8k40vRLw1VXdySA/CAt77BUIiMn9hiX4jiTreOe02d6XSdO_2yW-sFu4h7Q)
Worthington ,Produces a line of plant-based meat alternatives including roasts and deli slices.,Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Fish,Tuna","Soy,Wheat",U.S. and Canada,United States,Tennessee,TN,http://eatworthington.com/,1967,,Capture.JPG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/81_TXxlbLs232UAV3QUWcQ/zaNg6eaTxvbRncaOU-MUN4ljGVP8VOQM5IEEs1d_YMqZjifz-h1qgiqvfJRZkK_kwLEztE4JxNO-s5sIfvKh8JWdAKzYtUKEajB1qzLlfM6kEHr9B8L8MGxQLiU2nm9gVLaVlBnhyoOaXoBDHofluw/7RKdfpyDFz0wDgrFNWQGr1AKoKk2Hvu9KrGBA2rOfhU)
Flowfood,"Produces plant-based meats including mince, burgers, and meatballs.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,"Pea,Beans",Europe,Norway,,Trondheim,http://www.flowfood.no/,2016,Christer Heimtoft,Capture.JPG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/b6NMAasxvR6iUKL3udAdcg/JeQVOitEdxVqze34myqd1v0XCg2qf3ZCtV41Tl4ZeTJYeI8WNEOCrjnHfpDJR1d4UhCmOKYlUG6U0QQKUS0V5jEuIlavBkOu6996yP-vk1uR6K78ydkKRe54r-gVj1M-0suPVxLnIclfVVRkBvwflg/JEyn6Kor551c53zuQoAEVU9NLW1TcdtcM92CrXFHOEc)
Dream,"Produces plant-based milks, including brand names Almond Dream, Soy Dream, and Rice Dream. Also produces almond based frozen desserts"".",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Other dairy",,"Soy,Oat,Coconut,Almond,Rice",U.S. and Canada,United States,Minnesota,Eden Prairie,http://www.dreamplantbased.com/,2021,Robert Nissenbaum,download (1).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/NPCN6wGjeRoV2bABH5Bl9w/LW4NFfqXvRGwY7wsRxPB5rz5Re7RUZo-TzamuA7Yps3LhKUHyzQy_yUj4Av3-xVeBLS69zh01vpNGdtmzQHk1ko5ZmNf-k3DO098u2r1X-iL9wKOlMsK9e7BfKz4mrmOLz61Q9jm6k8NCjZx84tgEQ/u3RXzsUxmzfJdMxcKtgr_nU-M6C1pn9ESv3MvUEO6-o)
Sweet Nothings,Maker of plant-based ice cream/frozen yogurt,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other dairy,,Cashew,U.S. and Canada,United States,California,Menlo Park,https://www.eatsweetnothings.com/,2019,Jake Kneller,sweetnothings.PNG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/V7Z-W-AN13L0r0b8nLRU2g/4osMemYNRI9IaX6fJW1QT4YjbDSqXELnTvnm1VMXHJfcZXNFh6FA1brLGgSTItB7pzCsxdO2awL3ieuePrgNWFNWuo-PJ19iTCBAPLoT2BDpKAKotrgSCSLmsaqrjiMjL2NTj9OJ3enNSLET9KXtbQ/MomAbnkjQVyMpZC4RNBBBHsKNCehD97t0gFutViTEIk)
Boca,"Produces a variety of plant-based meat products, including Boca burgers, chicken nuggets/patties, and breakfast products. ",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Turkey,Chicken",Soy,U.S. and Canada,United States,Wisconsin,Madison,http://www.bocaburger.com,1994,Max Shondor,download (2).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/UJQnWvqd8Gaspbw-44yGHQ/_Xs3oExtMBTgVAu1Z2m_eWKTF1FwSjuLjMmwk4muXvfMlC2XgXgRD3oy24bUh66W-Eu9MJNsd0O_PKSfp6-zuqkmaBFTOZ9AzmgEz9E59X5pe7eaP4bPGNJFEOubh3ouHoCoNjREHddTso_KJ8yI4g/nMkT7zOOavx5ZUmDRAefwAJf3ES-djLVPnWMFr8LLzw)
YoFiit,Produces chickpea-based milks,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Chickpea,U.S. and Canada,Canada,ON,Vaughan,https://yofiit.com/,2015,Marie Amazan,Yofiit-Logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Ojap6Whcy2vlDfLfMxNEFA/L-LVl11qy7K_6TeDyeaSmIAzVYRwBNPMfXnnE15_z0s_oHN8GlKkR2AMdiIf1JJU4WlbQ1jG4LBTrOOJjlLp10ygxz4esrWnCddq7V2VEoPWB4Dxthgj-1qIIoVA3Vx5M3trJkj3zoDvKJGu2G7hrg/0abmkeMIuFH3-rc3EhI-KD5flZulRChKysHwmkYJzks)
Forager Project,"Produces cashew milk, cashew yogurt, juices, shakes, smoothies, and snacks",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Other dairy",,"Cashew,Coconut",U.S. and Canada,United States,California,San Francisco,http://foragerproject.com/,2013,"John-Charles Hanley, Stephen Williamson",forager-logo.svg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/gCaHACTAx0-9H0m7GwT76Q/-caQJz4l3HrWMMrtidIl97p1pFRmjJknpEeEuTFD_00A_y8JhIJdzLKCM_lDigkklrNTF7e2olYl3jtfmOTWGKXVBlPH2bAR_6MMKwRawDA8BuCjsYeILjHExxktAfF7KR7v5oviI5g2sQUInAUkmA/PFsfo66JokvDUPNiLU5n3qFEYu7u2mfG7K3Z09kN_SU)
Tofurky,"Produces meat alternatives including Tofurky, tempeh bacon, hot dogs/sausages, and prepared meals such as pockets and pizzas",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Pork,Beef/veal,Turkey,Chicken","Soy,Wheat",U.S. and Canada,United States,Oregon,Hood River,http://www.tofurky.com/,1980,Seth Tibbott,Screen Shot 2021-01-12 at 3_29_05 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/uHMSKU8GsOSeFyxvfC-P7w/X_SD0AqlrS2407ITi45NQOlH9354Be45WSyfiusI5JkEHX1CHPky-lQQaVBhUkYo9gF85L6yTTL3uSyJkSGQX7EEoJI8eZL5iA9ggsoVcKecgVaeH4lGY2zt76Cc8abn3UWnOU880Rj97OWFWVJMrD2V2kw7nOmdbwKLoNFaR-Q/c8jazZYc7-dYPeiqc6gT2eJ9BvarxvO2qHJ3vBwbBIY)
Green Slice,"Produces plant-based deli slices, hot dogs, pepperoni, and cheeses. Most products contain eggs.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,"Egg,Pea",U.S. and Canada,United States,Vermont,Richmond,http://www.greenslicefoods.com/,2017,Veronique Beittel,1.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/FIx5Mds0ZafhLOUxLcZnPw/p5UeBg3Vyg-h6_UyrECpCm0WGVd23XQ3-sButWd6KstwCS1f9PszFvBN_BTdexHJvimC_sFzdNhloNBwDc8STg2ArCJSiJwg_yhHcVyYVRJ4AiybAA7uouPDI6yCIG_O16fPBkgBJGkALFkjNaFWEg/u_7t16IALLC9GjTZyvrVNwQN2psd1LMcMnE6aHZM4kc)
LoveSeitan,Bulk producer of seitan,Plant-based,Meat,Specialized (focused on alternative proteins),Ingredient optimization,,,Wheat,Europe,United Kingdom,,,https://www.loveseitan.com/,2017,,cropped-top-logo3.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/UwBGJ8zUK1UQCgE3Y6PAHg/qiYwGPiFLGy1j_HG0G3n9Uy_BLpOHzYRw6v6O2yv3WzEur8pUf1sElsZ1LeDDIN6qzpKnEj5zi79_is9BTO-5vSwAlNwqbx6LbzuZB5EXLHFEjJB9jnlqWWDReGeoIC8mdELjPdystDUyDDoFqJO1ePZ6d6nkELoIDYsKnel1Mc/ztVpvVfM9W4ZDLVeXeITszgCLKnyWyM6dAkJMcra3TE)
Evolution Meats (fmr. Green Meat Products),"Maker of plant-based kebabs, shawarma, gyros, satay, and sausages",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Pork","Soy,Wheat,Rice,Beans",Europe,Netherlands,,Putten,https://www.evolutionmeats.com/,2019,"Andre Storteboom, Dennis Smith",logo-black.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/GdItnTOfOEHCOVPLbp5_Kw/EUIXke0PuVl-op35eeTcxumrOutfXERV9k4BD_JCp8ICrtaLYYe_u-1rfo8wIWzdlmIfeNeRMF2mx5Bn3kd8VY8p2BlkY6kre1J8G7uC6a6QNnFjbtRjYuE8Km2aFbEes_K4GR390C2P7BQP9jhQYA/iwf_ip3Ung9nwW6gd0ZZ2qAwaqIdonCP_eR3l57pAhg)
"New Wave Foods, Inc. ",U.S.-based company producing algae-based shrimp products ,Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,Fish,"Algae,Other",U.S. and Canada,United States,Connecticut,Stamford,https://www.newwavefoods.com/,2015,"Dominique Barnes, Michelle Wolf",new-wave-logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/o2XM9uBy3cju5Vgrkl0BVw/xKOuAWQD6O767E4Of5gRHwrU0xqmEITjHH2bRio4P3E1n0KhkASbfpluBaq2lNu6AUmbpE1VCR5QWQTZjFICC343Bx0IG7VnpC1JXYNhik7ut0Vq9XlNGt2JaoVcU1X88PY1rEA1rwMDFY8gof85VA/s42G-j44XyagFteFURA5TPOVVFJqA7ugckLswQ53seM)
Nate's Indian Bistro,"India-based brand of plant-based meatballs, Indian-inspired entrees, and falafel (all sold frozen). ",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,Soy,Asia Pacific,India ,,Mumbai,http://www.adf-foods.com/brand/nates,1990,,Nates.jpeg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/o-fllCUZeG7HmFr_5SmUjw/SjOH5rndKYBKno1W6Z8dkut05bb9EIo6i17dfjgA8W9eK-y_wJuISGZ2fA8jtfyNqI8uJicm2_tUQlFhHvIs9UiDHRX-jBoOZatERRxiQL8ivPokAVjKu2CWcaSZbFB_UP-U9c1AdMLbdLEG5DZ_2A/VJsFSp0LjB1MvLJqzmy8aBuOMGtC9lz9U9Qq-Hofh68)
Gold&Green Foods,Produces pulled oats as a ground meat substitute,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Beef/veal,Oat,Europe,Finland,N/A,Helsinki,http://www.goldandgreenfoods.com/,2015,"Maija Itkonen, Zhong-qing Jiang, Reetta Kivelä",Screen Shot 2021-02-08 at 3_52_45 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/QzaJaGDazKBzTdnedSCkJQ/wgihdgjngJ3_yjqt8oBY06gOXpqFcb_LirxoPjYtDjb9CPM9HvoAP_TyEaklzICHJkDTfdcY0ilx4b90bBjoof72djqy6CshoFKOhvfVS3LyKZVjGiAE15g5k1S6nJzWIn2FV_dzpyWhToXID_E2fIFbv4kuWWdJUj2pevmC0n4/h93e9_IrYT7aWQuOqXn-9sqjApR-P7OC2VKxPSkQXUk)
Malk Organics,"Produces cold-pressed nut milks (almond, pecan, and cashew based), as well as cold brew coffee",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,"Oat,Cashew,Almond,Pecan",U.S. and Canada,United States,Texas,Austin,http://malkorganics.com/,2014,August Vega,Screen Shot 2021-01-04 at 11_24_56 AM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Jiuc7rssh0NCN7nPr4eXFQ/oq11z_WeQm-8wOyhm1UWYU_d2A-tMc80EJxZZQ7Vqr6XszYHXgYJ_SVvYXkz9yTqL5ygdSn7J6DFFbC7Ba_6dt8yfr8A_0RyuLEcw6giThTkryQECSSxHZ0jJt9vJpsacYTe8ByYAVMgrfna5jXTGhZBG8JoUzTEkwWs1rRzLSc/kELk13GpoqEICHSX_0qaLoX-0kqOlW7KMdZl5_YURZM)
Mr. Veggy,"Brazilian maker of plant-based burgers, coxinha (chicken croquettes) and other foods",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Chicken,Beef/veal,Pork","Chickpea,Quinoa,Lentils",Latin America,Brazil,,Santana de Parnaíba,https://mrveggy.com/,2004,,logo-com-veggitos.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/yhynPA3pFQIutNOPLoQWmw/lpmyp3tbM0ihivZTeAhBPzclHAQsYU3vGDRqYRC45Ak43UalaqjGKpstjxxj4_OIeZyCYziqCQYM6fE8PFHtJ-rmhja2YcFcuA0Q1vB1L_IF183F8tkE-CoV5OYQs4fABNlX4RI6jdbKmu6v63IZlN7wJifVu4hG_MKw5nJVHqA/ujmudrBAiaDfxi1mMnqRf2mVg-vUgp3W1Lh3v6A5haw)
Olijck,Maker of burgers and pasta from seaweed,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Chicken","Lentils,Other",Europe,Netherlands,,Halfweg,https://www.olijckseaveggies.com/,2013,,download (9).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/xEJFF2CvAEqowyNKCO1GPA/LlThzNGVuujBxe7s8vXLFZK6Q2HnZAc2IBLtvw-n0VRvbtr6VaNE2NBPQqf7Djy6AAAnIM2dvx1J-Lh0nMaL-HQ017mI3g-rGXUfUrQ6UY5EbEJJIEnOce_b6BF_pskeDLfUXO0jmDVltYKuQ0-EPw/U_CQEMCfc7XpoHqKbmh51mmYtwYNaUMsJKJ178vwKPs)
Wessanen (Ecotone),"Maker of dairy alternative and vegetarian meals with several brands, all of which use a variety of diverse ingredients",Plant-based,"Meat,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other dairy",,,Europe,France,,Lyon,https://www.ecotone.bio/,1765,,logo-ecotone-sticky.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/ogIFn2QnvuKrhXoTg7oa3A/4BvE8N5EjAfNpDjx7z9FmrL6y-rxZvD-yCwbz3O0w6TY7HwVbFR-pi9VPsIHE44hkZLvR3SEs3K6dLYCQe_OuI5VtKAINLHRFg27s_gKi3kTT_OY8baiUmRRErZiNCU6MBchSDKOmYsDyc6sRgsQ3zD7UqiSQgX9ouTgNHTvthg/PCm90QkxpjljaDcaGgOITl22OIFybwOARhKVNSnUfjo)
